Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
Q9V813,#VALUE!,-1.415037499,-1.53311712,-1.440772522,-1.176022435,-1.442732066,-1.424610211,-1.436236602,-0.716884229,-0.541009126,-1.450360398,#VALUE!,-1.390774564,-0.604015925,-1.449808547,#VALUE!
Q9VP02,0.089362553,0.160274831,-0.901526541,-1.025970027,0.012783185,-0.417675232,-1.108767481,-1.345197874,-0.294862533,-0.329304666,0.31973353,0.355692898,-1.479794015,-1.6315557,-1.02852818,-1.063107698
Q9VXP3,-1.044151587,-0.997607112,0.275483893,0.288417627,-1.658720122,-1.037265909,0.751378022,#VALUE!,1.407135175,1.326537348,-0.953522909,-0.959065499,0.525968621,0.620492574,0.671383963,1.124857467
Q24210;E1JIS7;A8JR72;Q24210-2;A8JR71;Q24210-4,-1.917951472,-1.881029036,-0.674429374,-1.704723663,-2.010076264,-1.471168669,-1.741059032,-1.329268414,-1.581345873,-2.406521926,-0.914575344,-0.839854275,-0.949895381,-0.945554353,-2.317246939,-1.567639168
Q9VGF1;Q9VGF2,1.277389699,1.695236645,-0.030545555,-0.194443384,1.235788319,#VALUE!,-0.246840492,-0.082789774,0.666211218,0.469573445,0.856706881,1.178364082,-0.018688002,-0.117286529,-0.073423619,0.199750857
Q9VCK0;Q9VGC7,-2.246600844,-1.965897,-1.267461609,-1.422365735,-1.561451638,-1.964713932,-1.080728574,-0.679434452,-0.068059814,-0.822248008,-1.942584388,-2.140189435,-1.076158644,-0.765155367,-0.810915556,0.700794799
Q8SY53,-0.899775844,-0.477020257,-0.050786324,0.144699025,-0.852250465,-0.990595494,-0.113894728,-0.186360392,0.606915942,0.578890421,-0.322000231,-0.233091105,0.338795203,#VALUE!,-0.142735555,-0.443104681
A1ZB68,2.470797138,2.338795203,1.851838973,1.800537563,2.210388864,1.836126118,1.398623997,1.462837601,2.247532617,2.018491749,1.773911955,2.00270252,1.5383395,1.677981734,1.493083671,1.44127099
Q9VMB3,-0.676341709,-0.883715099,-0.731397931,-1.002281261,-1.002975017,-1.226611253,-0.969649795,-0.729387339,-0.104992153,-0.897328433,-0.745019033,-0.788863173,-1.474853205,-1.275227508,-0.866883687,-0.871865001
Q9VFG5,2.294282549,1.977096712,0.43349364,0.382611923,2.435201856,2.112866909,0.125122061,-0.112958308,0.945008328,1.342327173,2.176960992,2.250021697,-0.193766694,-0.290462318,0.174022842,0.248777694
Q9U1L2,2.448372395,2.497612366,0.902034978,0.877508689,2.523737578,2.10855791,0.380729449,0.465086379,1.559736524,1.769221633,2.376401527,2.39818617,0.115965432,0.213751646,0.777535442,1.019274913
Q9VVV6;Q9VVV5;Q86BJ0;Q86BI9,-1.19492221,-1.922374157,-2.568751468,-1.481525289,-1.858567209,#VALUE!,-2.731781218,-2.233582934,-1.691802243,-1.959879083,-1.059976116,-1.766013801,-2.060276935,-1.967758069,-2.47915035,-2.240043128
Q9VTC3,1.439303981,0.843742705,0.197488002,-0.240383941,1.081816811,1.222557291,-0.017723731,-0.357751291,-0.219807505,-0.172733776,0.943133676,0.865602139,-0.838151005,-0.772825765,-1.008856422,-1.196243935
Q9VSL5,#VALUE!,0.913033,#VALUE!,#VALUE!,1.15438878,0.407733431,0.720453592,0.877194547,1.135797512,0.871922482,0.457541762,0.439037963,0.748203586,0.487589248,0.345396375,0.640065583
